no,name,address,review_star,review_text,gu
27,더차우,서울 도봉구 노해로63가길 101 신도브래뉴1차아파트 상가동 201~203호,4,다양하고 가격 적당 하지만 맛 없었음  평일   시 반 웨이 팅 있어서 튀김 찹쌀 탕수육 크림 다 맛있고 소스 들 무엇 하나 맛 죽지 다 기대 안 게살 스프 간이 자장면 기스면 평균 이상 맛있었습니다     ,도봉구
28,쌍문각갈비탕,서울 도봉구 노해로 180 1층,4.2,맛있다는 리뷰 보고 일부러 포장 집 본 결과 글쎄요 사람 입맛 다르긴 하지만 아마도 맛있다고 신분 여기 관계 분 아닐까 요 걍 보통 입니다 맛있지도 아주 맛없지도 특 갈비탕 전복   나 만칠천오백원 전 다음 안 읍니  같은 가격 매장 밥 포장 밥 추가 주문 왜 그런지 이해 힘든 곳 요  맛집 국물 다르다 ,도봉구
29,통나무집,서울 도봉구 노해로60길 99,4.1,잘 반찬 너무 맛있    때 좋았는데 지금 그냥 그럼  직접 손질 고기 정말 맛있습니다 반찬 자주 ,도봉구
30,북새통,서울 도봉구 덕릉로60길 54,4.7,생 갈비 진짜 맛있다 이 가격 이 맛 양념 무조건 생 갈비  아주아주 맛있네요 생소 갈비살   인분 뚝딱  맛있어요 ,도봉구
31,카페작약,서울 도봉구 도봉로118길 10 2층,4.4,에그타르트 아메리카노 환상 적 조합 새해 첫날      해 주시 어 고맙습니다 다시 만점            오늘 카페라떼 너무 실망           층 면장 우동 보고           그냥 오늘 다시   층 단단하게 있었습니다 커피 맛있고 주신 쿠키 달콤하고   써비스 주 신 커피 너무 행복합니다 마침내 단골  커피 너무 맛있어요 드립 백 최고     ,도봉구
32,면장우동,서울 도봉구 도봉로118길 10 1층,4.2,        기대 안 진짜 맛있어요 면 엄청 탱글탱글 쫄깃 우동 다 우동 생각 저 반성 ,도봉구
33,도봉산두부,서울 도봉구 도봉산길 65-5,4.4,맛있어요 위 작아 슬퍼요     반찬 맛있어서 밥      등산 후 진짜 맛있었음 청국장 세트 아닌 청국장 먹음   차 술 맛 ,도봉구
34,창동숯불돼지갈비,서울 도봉구 노해로63다길 17,3.3,이집 이모 님 친절하시고 다 참나물 좋구요 돼지갈비 완전 맛 요 굿         ,도봉구
35,비스트로슬로우,서울 도봉구 방학로 169 2층,4.2,이 동네 제일 맛있어요  분위기 올 드 한 데 셋트 메뉴 너무 맛있어요  정말 별로   분위기 좋아요 스테이크 소스 최악   ,도봉구
36,찌마기 창동점,서울 도봉구 마들로11가길 13,3.4,    두번째 방문 입니다 사장 님 불친절한 걸 알 오니 오히려 그럭저럭 친절 대신 직원 분들 앞치마 등 친절하게 대해 샤브샤브 사리 안주 등 추가 많으니 조개찜 처음 머릿수 많이 주문 곤란합니다 생 새우 산낙지 가리비 모두 정말 싱싱하고 맛있습니다 칼국수 사리 날 계란 채소 무한리필 꼭 추천 매장 내 와이파이 별 한 개 주차 힘들어서  주차 때 때 없음 입구 컷 빠염 ,도봉구
37,와겐커피 방학점,서울 도봉구 도봉로150마길 15,2.3,주차 가능하지만 커피 맛 없어요  반려동물 출입 안된다면서 사장 여자 커피 음식 조리 실 내부 본인 반려견 있음 나중 사진 구청 신고 예정 임 암튼 여기 근처 카페 왠만하면 근처 스타벅스 투  셀프 시나몬 가루 야하는 카푸치노 ,도봉구
38,할머니토스트,서울 도봉구 덕릉로60다길 15 1층,4.6,할머님  년 전 고인 명복      웅 유튜브 토스트 피자 맛집 ,도봉구
39,소통애 본점,서울 도봉구 도봉로136가길 73 북한산한신휴플러스아파트 104동 1층 104호,4.5,굿 이런 분위기 좋아 맛 좋아         ,도봉구
40,도레미즉석떡볶이,서울 도봉구 삼양로144길 18,3.8,    맛있으면 장땡 지금 중     ,도봉구
41,뚝배기칼국수,서울 도봉구 도봉로 683,4.3,  점수 기준 표   동네 기준   개 일부러 간다   개 맛있다 자주 만하   개 적당히 때 한번 씩 간다   개 재 방문 그닥   개 이 음식 컵라면 적당히 때 한번 가면 한 데     개 적당할듯  국물 시원함 뜨끈하니 괜찮았음 김치  들깨 수제비 감자 만두 맛있어요 ,도봉구
42,홍방원,서울 도봉구 도봉로169나길 47,4.1,맛 좋은 편이 일부 식사 류 저렴한 편이 집 거리 좀 정기 적 곳  이제 맛 보기 힘든 얼마 없는 간짜장 맛집 이 그리고 탕수육 옛날 스타일 주 기적 방문 맛집 입니다       간짜장 맛있다는 이야기 맛있었어요 오래된 가게 테이블 수 저 통 오래된 것 끈 적임 없이 너무 깨끗해서 더 마음 ,도봉구
43,산도토리임자탕,서울 도봉구 덕릉로60길 13 1층,4.5,요즘 같은 날 맛  임자 탕 쫀득쫀득 도토리묵 맛있어요     ,도봉구
44,쌍문동커피,서울 도봉구 도봉로116길 5 1층,3.8,    분위기 좋지만 자리는 불편해요 커피 그럭저럭  동네 예쁜 카페 지하 곱등이 목격 ,도봉구
45,은행골 도봉점,서울 도봉구 마들로 684,3.3,        초심 참치 두께 크기   수렴 중 ,도봉구
46,코노하,서울 도봉구 우이천로20길 7 건영아파트 상가 103동 1층 118호,4.3,인생 카레 맛집 카레 이렇게 맛있을 수 있구나를 곳 입니다 혼밥 좋고 데이트 좋아요 사장 님 친절하시고 진짜 동네 맛집 개존맛 맛집 입니다  인스타 성 일본 식 카레 돈까스 가격 대비 고기 얇은 편이 아쉽네요 카레 밥 리필 가능해서 좋아요 식전 감자 너무 맛있고 사장 님 직원 분들 모두 친절하셔서 좋아요 평일 런치 웨이 팅 있습니다    회전 율 좋은 식당 아니여서 아쉬워요  사장 님 친절하시고 밥 양 생각 밥 카레 리필 가능하다고 맛 좋고 다시 같아요 ,도봉구
47,삼성숯불갈비,서울 도봉구 도당로 36,3.5,돼지갈비 지존 이  이 쓰레기 매장 예전 알바 두 놈 이 나 희 희 덕 거리 던거   년 도 더 나름 트 라우 갑자기  점심 시간 냉면 갈비   인분 오 자마자 사람 많았습니다 너무 맛있게 잘 ,도봉구
48,짱나라24시해장국,서울 도봉구 도당로 55,4.3,위생 안좋은 것 같아요 뼈 귀 건 순 대국 이건 떡 만두국 이건 이집 밥 배 바로 아픕니다      갓 성비 메뉴판    년 전인 줄 요즘 시대 없는 가격 ,도봉구
49,카페오븐,서울 도봉구 해등로16길 12 현대아파트상가동 2층 201호,4.3,치즈케이크 팥빙수 팥죽 맛집  시간 이용 제한 있어요  치즈케이크 미쳤음 가격 좀 비싸긴하지만 또 것 같아요  친정 때 카페 최고 존엄 단 팥 라떼 단 팥 생크림 케익 레 어 치즈 케익 다 맛있당    여기 이사 하나 고민 맛 ,도봉구
50,히비끼,서울 도봉구 마들로 664-5 도봉그랜드타워 2층 201호,3.7,모임 장소 늘 집 입니다 맛 양 서비스 모두 모두 훌륭합니다  가격 대비 음식 양 너무  식당 감동 처음 아버님 칠 순 코로나 어디 갈수 없고 여기 룸 있고 또 칠 순 자리 마련 가족 모두 만족했습니다 떡하니 플래카드 음식 좋았는데 사장 님 친절하게 서빙 사진 그걸 또 액자 바로 여기   차 감동 매 회 다 때 쯤 회 케이크 무려 금박 회 여기   차 감동 배 이 것 저 것 마무리 매운탕 글쎄 사장 님 아버님 작은 수 랏 상 여기   차 감동 아버님 굉장히 만족하셨고 저 자식 뭔가 성공 적 식사 자리 마련 한 것 같아 기뻤습니다 장사 이렇게 같아요 준비 배려 덕분 다시 꼭 부모님 주변 추천 저희 마찬가지 입니다 부모님 생신 뜻 깊은 자리 마련 꼭 ,도봉구
51,태림산채정식,서울 도봉구 노해로60길 32,4.2,그저 그랫음 부모님 모시 반찬 많아서         ,도봉구
52,맥반석조개구이,서울 도봉구 도봉로110나길 11,4,    대하 철 대하 간곳 가격 좀 있지만 싱싱하고 맛있음 회로 한 마리 나머진 소 금구 이 추가 조개 수제비 서비스 주변 가격 약간 위 자리는   테이블 다닥다닥 구조 정신 없고 좀 산만함 옆 테이블 비밀 없음 생생한 소통 가능 저녁 시간 가면 웨이팅 있음  대하 구이 기본 수제비 그리고 대하 버터 머리 구이 맛 자체 별 다섯 개 그 이상 웨이 팅 이름 걸 차례 단점 노포 깔끔함과는 거리 있습니다 맛 하나로 다시 방문 생각 있는 곳 입니다 ,도봉구
53,착한전복 창동점,서울 도봉구 해등로 139 상가 1층,3,포장 깔끔하게 잘 너무 맛있아요 반찬 가짓수 많아서 잘      바다 일본 방사 능 오염 해물샤브 코스 요리 주문 가격 많이 비싼 편 주말 맛집 투어 정말 최악 경악 그 자체 양도 적 맛 별로 환경 많이 분하다 돈 은 후회될 정도 코스 요리 샐러드 하 없고 밋 음식 하 없었 다양 너 무적 어 음식 더 달라 하 맛없고 성의 없이 ,도봉구
54,무한리필고기굼터 쌍문점,서울 도봉구 도봉로 499,5,    맛있음  완전 개 친절 맛있고 친절함 무조건 ,도봉구
55,화통소금구이,서울 도봉구 노해로67길 2 한국빌딩 1층,4.3,맛있는데 의자 불편해요    전복   개 씩 곳 맛 서비스 괜찮았음 근처 고 기 집 들 전부   시   분 마감 좋았음  쫄깃 투툼 고기 맛나 집 전복   개 서비스 고기 아주 신선하고 맛나 너무 바빠서 주문 안   밥 먹기 힘들다   ,도봉구
56,쉐프마인드,서울 도봉구 노해로 384,4.1,좋았던 리뷰 완전 맛있어요      가성 비 하타 집집앞 세번 때 후회 내 왜 근처 진짜 돈 없긴 함 ,도봉구
57,오성정육식당,서울 도봉구 도봉로 500 1층,3.3,제 외국 사람 데 육회 비빔밥 한번 본적 없은데 여기 처음 식사 시도 너무 맛있습니다 제 한국어 부족해도 직원 착하고 많이 도 그래서 자주           ,도봉구
58,복진해물잔치마당,서울 도봉구 방학로11길 101,4.2,연포탕 소        가격 많이 연로 부모님 문간 자리 주드 고요 연포탕 하니 선심 안쪽 기분 좋지 낙지 미나리 질 기고 시원한 맛 안나 평점 좋아서 좋은 식사 아니었어요  가격 조금 비싸지만 해물찜 탕 그리고 아귀찜 너무 맛 있어 지역 맛집 입니다     ,도봉구
59,제일곱창,서울 도봉구 노해로65길 7-18 2층,3.8,전골 때문 좋아했던 집 구이 맛있다니 역시 최고      별 하나 아깝다 ,도봉구
60,황금성,서울 도봉구 삼양로 544 2층,3.2,배달 민족 주문 콜라 안 매장 연락 실수 죄송하다 마 디 없고 주소 콜라보 햇 때 주 문 내 역 확인 조차 안 캔 음료     장난 그래도 여자 직원 분 사과 다시 콜라 배달   분 이나 니글니글 맛있게  이 근처 여기 만큼 짜장 맛있게 집 적 없음 다만 짬뽕 다소 짬  막 대단한 맛 아닌데 또 여기 집도 없음 ,도봉구
61,최고집칼국수 방학점,서울 도봉구 방학로 286,2.4,    번 버스 탓   요 바지락 칼국수  본점 매력 맛 양 모두  해물 칼국수   인분     인분 양으로 엄청난 관심 이 지역 맛집 입니다 이번 아침식사 위해 영업 시간 이전 역시 맛 뛰어나기에 아침 항상 많은 사람 ,도봉구
62,이퓨레,서울 도봉구 도봉로169나길 40,4.4,    가성 비 맛집 이 다만 주방 자리 파스타 간 보신 수저 통 다시 또 그냥 보고 비위 좀 그 담 안 있어요 그것 아녔음 자주 방문 같아요  까르보나라 이 물질 ,도봉구
63,인디언소울2,서울 도봉구 도봉산길 12-10,2.4,가지 양념 게장 머리카락 모이 분위기 상 아무 말 안 안 비빔 냉면 미원 범벅 물냉면 그렇고 콩나물 파 희안하고 소 세비       추가   개 위생 맛 최악 고기 다 거기 거기 살짝 비린내 쪼그 다리 쥐남 별 하나 것 아까 움  매우 후회    오후   시 까지 영업 인터넷 맘 예약 전화함 그런데 전화 연결 약      초 동안 응대 없이 본인 들 끼리 대화 함 굉장히 신경질 적 대화 전화 연결 걸 생각 있는데 그 제 짜증 목소리 여보세요 하 심 어찌저찌 예약 뒷 번호      내 전화번호 뒷 자리 그게 아님 아니라고      아니에요 그럼 뭐 분명 수 신기록 왜 넘김   예약 시각   분 정도 일찍 도착 함 인디언 소울   예약 인디언 소울   이 아닌 인디언 소울   로 그런데 밥 도중 전화 왜 예약 시각 안 오냐 주문 취소 고 연락 옴 입 있는 걸 간신히 저희 이미 식사 중 요 이야기 아 인디언 소울   식사 중 그럼 끊음   자리 배정  시 까지만 운영  시간 반 사용 안되고 청소 적어도   분 전 달라 함 이럴 거 왜 전화했을 때 미리 말 안 그때 기분 안 좋음 생각 코로나 인해 정책 때문 것 같기는 한데 그래도 미리 말 좋았을 것 같다는 생각 함 우선   빨리 식사 편이   분 정도 때 마감   분 전 반찬 리 감 술   병 더 시킴 그랬더니  시   분 까지는 야한다며 한번 더 이야기 함 건데 식사 동안 독촉 느낌 계속 시 계보 눈치 결론 불쾌한 식사 점 첫 번째 방문 아니었는데 크게 실망했어요 ,도봉구
64,감포면옥,서울 도봉구 노해로 243,3.5,      원 짜리 전복 낙탕 가격 문제 없으나 때 맛 느낌 못 낙지 그렇게 신선 보시 같아요 차라리  만원 으로 질 더 좋앗으 몀  음식 맛 양 많고 직원 분 친절하시고 별 생각 없이 식사 너무 즐거웠네요  왕 돼지갈비 곱창전골 해산 탕 짐 반찬 다 맛 쌍문동 맛집 하나   ,도봉구
65,영수네감자국,서울 도봉구 도봉로181길 86,4.2,도봉산 아래 감자 국 근 본집 콩 비지 쑥갓 육수 행복 행복 어디 있는 것               맛있음 굿 ,도봉구
66,홍가네풍천장어,서울 도봉구 방학로 290-7,3.4,시끄럽다 직원 시끄러운 테이블 주의 좀 좋겠다고 하니 형식 적 말 뿐 더 시끄럽게 해도 나 라라 다 싸움 날 뻔했다 친절 말 아니라 손님 불편 해소 건데 술 큰소리 손님 매상 더 중요한가 맛 그냥 저 가성 글쎄  장어 막 때 좀 고무 것 같이 매우 질겨 처음 뭐 여러 집 장어 많이 이런 식 처음 멸치 국수 멸치 향 없고 밍밍 함 그나마 곤 네 밥 함 사장 님 말투 좀 그랬고 우리   명 이서 다 재 방문 의사 전혀 없다고 함     ,도봉구
67,참만두,서울 도봉구 창동 23-4,4.3, 천원 만두 꽉 찬 만두   개 만두 일 오래 것 같음에도 늘 만두 게 재밌고 즐거워 보이 웃음 저 일 것 있어서 인상 열심히 생각  맛있다 저렴하다 친절하시다  문자 예약 김치 만두   고기만   김치 만두 색 엄청 빨간데 저 한텐 안 적당했어요 고기만 양배추 맛 많이 나요    맛있네요 양도 많고 너무 만족 다음   팩 아주머니 친절 ,도봉구
82,덩어리 창동점,서울 도봉구 노해로63길 79,4,돼지고기 최고 존엄 맛집         ,도봉구
83,즐거운술상,서울 도봉구 노해로 341,3.5,고민 방문 사진 외 작은 멍게   개 꼬막    개 정도 떡볶이 샌드위치 사라다 풍 의 샐러드 두부 조림 과메기 아주 조금   인  만원   명 이서   만원 길 기분 단 품팔 때 좋았음 음식 밀어내기 하듯 기본 찬 나물 비빔밥 샌드위치 다음 함 하 차라리 보쌈 민속 주점 횟집 마무리 하 는걸 추천  맛없는게 없음     ,도봉구
84,소문난순대국,서울 도봉구 도봉산3길 56 1층,4.6,국물 고기 수육 다 냄새 안나 맛있어요  깔끔하고 맛있어요 마늘 후추 들깨 향 적절하게 조화 김치 전라도 스타일 시원하고 깔끔한 맛 너무 너무 좋았어요 사장 님 추천 레시피 감칠맛 맛있었습니다  평생 순 대국 중 최고 계속 같네요 ,도봉구
85,뚱보냉면,서울 도봉구 도봉로110길 51,3.2,맛 짱  만족 물냉면 한 표  냉면 때 맛있습니다 ,도봉구
86,리틀방콕,서울 도봉구 도봉로114길 22 1층,4,가성 비 좋다  지난번 맛있게 기 억 이나 또 음식 여전히 맛있었지만 계산 분 화가 많이 나  가기 불편한데 또 정도 맛있습니다 완전 태국 현지 식이 아니라 적당히 한국 식 그런 듯 가게 조금 많이 작은게 아쉽습니다 ,도봉구
